ma_window,version,return_col,n_obs,high_minus_low_activity_hml_mean_daily,high_minus_low_activity_hml_mean_ann,high_minus_low_activity_hml_vol_daily,high_minus_low_activity_hml_vol_ann,high_minus_low_activity_hml_sharpe,high_minus_low_activity_hml_t_stat,min_daily,max_daily,high_minus_low_activity_hml_max_drawdown,high_activity_hml_mean_ann,low_activity_hml_mean_ann,mid_activity_hml_mean_ann,activity_effect_flag
10,long_short,net_map_vs_passive,1554,0.00019697386412066454,0.04963741375840746,0.031559178762138665,0.500986431516301,0.09907935751507947,0.24604152974895477,-0.19988300007911944,0.22274655517192724,-0.9160108927424027,-0.004897806135540603,0.03430334507200931,-0.11000947869080835,WEAK_ENHANCEMENT
10,long_short,net_map_vs_zero,1554,0.00013863770008217956,0.034936700420709246,0.024504182586097097,0.38899183922239505,0.08981345338901874,0.22303171940237312,-0.13032944837479749,0.14689038575140193,-0.7921910134401753,0.04182578713362487,0.02962835720286614,-0.08684811486089707,WEAK_ENHANCEMENT
20,long_flat,gross_strategy_return,1554,-0.00010774242655344823,-0.027151091491468955,0.017601982774092417,0.2794228140113481,-0.09716848492681159,-0.2412963030280283,-0.07992725761658596,0.10075932666261232,-0.7399022192097272,0.05448333558868607,0.05594111055669995,0.017124477360615332,WEAK_ATTENUATION
20,long_flat,net_strategy_return,1554,-0.00010021576724107447,-0.025254373344750766,0.0175994406559139,0.279382459136326,-0.09039355377864927,-0.22447226959216357,-0.07992725761658596,0.10088432666261232,-0.7380787346793272,0.05513839662632595,0.053990958964986936,0.018116678526796107,WEAK_ATTENUATION
20,long_flat,passive_return,1554,-5.833616403848517e-05,-0.014700713337698264,0.022294761572843016,0.35391836796733117,-0.041537017200122345,-0.10314793625474741,-0.1256348357059581,0.12752259528158205,-0.7969560291969976,0.046723593269165455,-0.004674987869143221,0.02316136382991125,WEAK_ATTENUATION
20,long_flat,gross_map_vs_passive,1554,-4.9406262514963165e-05,-0.012450378153770718,0.015334367159903805,0.2434255321059678,-0.051146558235110814,-0.12701109237254998,-0.10073225095531063,0.0928437315354183,-0.7042096514731746,0.0077597423195206044,0.06061609842584317,-0.006036886469295932,WEAK_ATTENUATION
20,long_flat,net_map_vs_passive,1554,-4.1879603202589545e-05,-0.010553660007052565,0.015337338133751866,0.24347269485368966,-0.043346380231239434,-0.10764108658608157,-0.10073225095531063,0.0928437315354183,-0.7033112807935742,0.008414803357160485,0.058665946834130143,-0.0050446853031151755,WEAK_ATTENUATION
20,long_flat,net_map_vs_zero,1554,-0.00010021576724107447,-0.025254373344750766,0.0175994406559139,0.279382459136326,-0.09039355377864927,-0.22447226959216357,-0.07992725761658596,0.10088432666261232,-0.7380787346793272,0.05513839662632595,0.053990958964986936,0.018116678526796107,WEAK_ATTENUATION
20,long_short,gross_strategy_return,1554,-0.0001571486890684113,-0.03960146964523965,0.02434930869569907,0.38653329243097356,-0.10245293334548047,-0.2544190543802548,-0.09222229056147896,0.14689038575140193,-0.9002654663513437,0.06224307790820668,0.11655720898254307,0.01108759089131942,WEAK_ATTENUATION
20,long_short,net_strategy_return,1554,-0.00014209537044366377,-0.03580803335180327,0.02434937599344655,0.3865343607495953,-0.09263868102789556,-0.23004754335997687,-0.09222229056147896,0.14739038575140193,-0.8996283550675312,0.0635531999834864,0.11265690579911715,0.013071993223680895,WEAK_ATTENUATION
20,long_short,passive_return,1554,-5.833616403848517e-05,-0.014700713337698264,0.022294761572843016,0.35391836796733117,-0.041537017200122345,-0.10314793625474741,-0.1256348357059581,0.12752259528158205,-0.7969560291969976,0.046723593269165455,-0.004674987869143221,0.02316136382991125,WEAK_ATTENUATION
